rank,title,director,actors,genres,url
39,The Last Boy Scout,Tony Scott,Bruce Willis; Damon Wayans; Chelsea Field,"Action, Thriller",https://letterboxd.com/film/the-last-boy-scout/
40,Bill & Ted's Bogus Journey,Peter Hewitt,Keanu Reeves; Alex Winter; William Sadler,"Science Fiction, Adventure, Comedy",https://letterboxd.com/film/bill-teds-bogus-journey/
41,Dogfight,Nancy Savoca,River Phoenix; Lili Taylor; Richard Panebianco,"Romance, Drama",https://letterboxd.com/film/dogfight/
42,What About Bob?,Frank Oz,Bill Murray; Richard Dreyfuss; Julie Hagerty,Comedy,https://letterboxd.com/film/what-about-bob/
43,A Scene at the Sea,Takeshi Kitano,Claude Maki; Hiroko Oshima; Sabu Kawahara,"Romance, Comedy, Drama",https://letterboxd.com/film/a-scene-at-the-sea/
44,Riki-Oh: The Story of Ricky,Lam Nai-choi,Louis Fan Siu-Wong; Fan Mei-Sheng; William Ho,"Action, Science Fiction",https://letterboxd.com/film/riki-oh-the-story-of-ricky/
45,Freddy's Dead: The Final Nightmare,Rachel Talalay,Robert Englund; Lisa Zane; Shon Greenblatt,"Thriller, Horror, Comedy",https://letterboxd.com/film/freddys-dead-the-final-nightmare/
46,Defending Your Life,Albert Brooks,Albert Brooks; Meryl Streep; Rip Torn,"Comedy, Romance, Drama, Fantasy",https://letterboxd.com/film/defending-your-life/
47,Hot Shots!,Jim Abrahams,Charlie Sheen; Cary Elwes; Valeria Golino,"Action, War, Comedy",https://letterboxd.com/film/hot-shots/
48,The People Under the Stairs,Wes Craven,Brandon Quintin Adams; Everett McGill; Wendy Robie,"Comedy, Thriller, Horror",https://letterboxd.com/film/the-people-under-the-stairs/
49,Daughters of the Dust,Julie Dash,Cora Lee Day; Alva Rogers; Barbara O. Jones,"Drama, Romance",https://letterboxd.com/film/daughters-of-the-dust/
50,Drop Dead Fred,Ate de Jong,Phoebe Cates; Rik Mayall; Marsha Mason,"Comedy, Drama, Fantasy, Family",https://letterboxd.com/film/drop-dead-fred/
