rank,title,director,actors,genres,url
31,Bullet in the Head,John Woo,Tony Leung Chiu-wai; Jacky Cheung Hok-Yau; Waise Lee Chi-Hung,"Crime, War, Thriller, Action",https://letterboxd.com/film/bullet-in-the-head/
32,Postcards from the Edge,Mike Nichols,Meryl Streep; Shirley MacLaine; Dennis Quaid,"Comedy, Drama",https://letterboxd.com/film/postcards-from-the-edge/
33,Die Hard 2,Renny Harlin,Bruce Willis; Bonnie Bedelia; William Sadler,"Action, Thriller",https://letterboxd.com/film/die-hard-2/
34,Child's Play 2,John Lafia,Alex Vincent; Brad Dourif; Christine Elise,Horror,https://letterboxd.com/film/childs-play-2/
35,Gremlins 2: The New Batch,Joe Dante,Zach Galligan; Phoebe Cates; John Glover,"Comedy, Fantasy, Horror",https://letterboxd.com/film/gremlins-2-the-new-batch/
36,Darkman,Sam Raimi,Liam Neeson; Frances McDormand; Colin Friels,"Action, Thriller, Science Fiction",https://letterboxd.com/film/darkman/
37,Slacker,Richard Linklater,Richard Linklater; Rudy Basquez; Jean Caffeine,"Comedy, Drama",https://letterboxd.com/film/slacker/
38,Green Card,Peter Weir,Gérard Depardieu; Andie MacDowell; Bebe Neuwirth,"Comedy, Drama, Romance",https://letterboxd.com/film/green-card/
39,The Witches,Nicolas Roeg,Jasen Fisher; Mai Zetterling; Anjelica Huston,"Horror, Family, Fantasy",https://letterboxd.com/film/the-witches/
40,Lord of the Flies,Harry Hook,Balthazar Getty; Chris Furrh; Danuel Pipoly,"Drama, Thriller, Adventure",https://letterboxd.com/film/lord-of-the-flies-1990/
41,The Exorcist III,William Peter Blatty,George C. Scott; Ed Flanders; Brad Dourif,"Horror, Mystery",https://letterboxd.com/film/the-exorcist-iii/
42,Metropolitan,Whit Stillman,Edward Clements; Chris Eigeman; Taylor Nichols,"Romance, Comedy, Drama",https://letterboxd.com/film/metropolitan/
43,Presumed Innocent,Alan J. Pakula,Harrison Ford; Brian Dennehy; Raúl Juliá,"Mystery, Thriller, Crime",https://letterboxd.com/film/presumed-innocent/
44,Dick Tracy,Warren Beatty,Warren Beatty; Al Pacino; Madonna,"Comedy, Adventure, Crime",https://letterboxd.com/film/dick-tracy/
45,RoboCop 2,Irvin Kershner,Peter Weller; Nancy Allen; Tom Noonan,"Science Fiction, Action, Thriller",https://letterboxd.com/film/robocop-2/
46,Bad Influence,Curtis Hanson,James Spader; Rob Lowe; Lisa Zane,Thriller,https://letterboxd.com/film/bad-influence/
47,State of Grace,Phil Joanou,Sean Penn; Ed Harris; Gary Oldman,"Thriller, Drama, Crime",https://letterboxd.com/film/state-of-grace/
48,The Match Factory Girl,Aki Kaurismäki,Kati Outinen; Elina Salo; Esko Nikkari,Drama,https://letterboxd.com/film/the-match-factory-girl/
49,Nikita,Luc Besson,Anne Parillaud; Jean-Hugues Anglade; Tchéky Karyo,"Action, Thriller",https://letterboxd.com/film/nikita/
50,Troll 2,Claudio Fragasso,Michael Stephenson; George Hardy; Margo Prey,"Fantasy, Horror",https://letterboxd.com/film/troll-2/
