rank,title,director,actors,genres,url
31,Teenage Mutant Ninja Turtles,Steve Barron,Brian Tochi; Josh Pais; Corey Feldman,"Comedy, Family, Science Fiction, Action, Adventure",https://letterboxd.com/film/teenage-mutant-ninja-turtles/
32,Miller's Crossing,Joel Coen,Gabriel Byrne; Marcia Gay Harden; John Turturro,"Drama, Thriller, Crime",https://letterboxd.com/film/millers-crossing/
33,Child's Play 2,John Lafia,Alex Vincent; Brad Dourif; Christine Elise,Horror,https://letterboxd.com/film/childs-play-2/
34,Die Hard 2,Renny Harlin,Bruce Willis; Bonnie Bedelia; William Sadler,"Action, Thriller",https://letterboxd.com/film/die-hard-2/
35,Gremlins 2: The New Batch,Joe Dante,Zach Galligan; Phoebe Cates; John Glover,"Comedy, Fantasy, Horror",https://letterboxd.com/film/gremlins-2-the-new-batch/
36,Darkman,Sam Raimi,Liam Neeson; Frances McDormand; Colin Friels,"Action, Thriller, Science Fiction",https://letterboxd.com/film/darkman/
37,Slacker,Richard Linklater,Richard Linklater; Rudy Basquez; Jean Caffeine,"Comedy, Drama",https://letterboxd.com/film/slacker/
38,Lord of the Flies,Harry Hook,Balthazar Getty; Chris Furrh; Danuel Pipoly,"Drama, Thriller, Adventure",https://letterboxd.com/film/lord-of-the-flies-1990/
39,The Witches,Nicolas Roeg,Jasen Fisher; Mai Zetterling; Anjelica Huston,"Horror, Family, Fantasy",https://letterboxd.com/film/the-witches/
40,Green Card,Peter Weir,Gérard Depardieu; Andie MacDowell; Bebe Neuwirth,"Comedy, Drama, Romance",https://letterboxd.com/film/green-card/
41,Pacific Heights,John Schlesinger,Melanie Griffith; Matthew Modine; Michael Keaton,"Thriller, Mystery, Drama",https://letterboxd.com/film/pacific-heights/
42,The Exorcist III,William Peter Blatty,George C. Scott; Ed Flanders; Brad Dourif,"Horror, Mystery",https://letterboxd.com/film/the-exorcist-iii/
43,Metropolitan,Whit Stillman,Edward Clements; Chris Eigeman; Taylor Nichols,"Romance, Comedy, Drama",https://letterboxd.com/film/metropolitan/
44,Bad Influence,Curtis Hanson,James Spader; Rob Lowe; Lisa Zane,Thriller,https://letterboxd.com/film/bad-influence/
45,Dick Tracy,Warren Beatty,Warren Beatty; Al Pacino; Madonna,"Comedy, Adventure, Crime",https://letterboxd.com/film/dick-tracy/
46,RoboCop 2,Irvin Kershner,Peter Weller; Nancy Allen; Tom Noonan,"Science Fiction, Action, Thriller",https://letterboxd.com/film/robocop-2/
47,Presumed Innocent,Alan J. Pakula,Harrison Ford; Brian Dennehy; Raúl Juliá,"Mystery, Thriller, Crime",https://letterboxd.com/film/presumed-innocent/
48,State of Grace,Phil Joanou,Sean Penn; Ed Harris; Gary Oldman,"Thriller, Drama, Crime",https://letterboxd.com/film/state-of-grace/
49,The Match Factory Girl,Aki Kaurismäki,Kati Outinen; Elina Salo; Esko Nikkari,Drama,https://letterboxd.com/film/the-match-factory-girl/
50,White Palace,Luis Mandoki,Susan Sarandon; James Spader; Kathy Bates,"Drama, Romance",https://letterboxd.com/film/white-palace/
